id,in_usa,race,arm_id,context_batch_id,commitment,ethnicity,captcha,sex,option_preference,discriminated,option_attention,garbage,option_attention_truth,consent,age,batch_id,prolific_id,phase
1324,True,race_black,10,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,25.0,1,665bbd41a94b64c42a276e1d,warmup
1327,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,22.0,1,5dc61266dbf82047e9a63610,warmup
1328,True,race_asian,8,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,37.0,1,663a3171928381817405d658,warmup
1331,True,race_asian,8,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,31.0,1,641c0a284d38c6abbc523a9d,warmup
1334,True,race_white,8,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,36.0,1,660c7427cb3a408efc628357,warmup
1337,True,race_white,12,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,31.0,1,661de1d2f9c50b06f796b9cc,warmup
1338,True,race_black,12,1,yes,hisp_latin_spanish_no,Purple,female,1,False,0,False,0,True,34.0,1,66509dfc95969d3e9c64f2f1,warmup
1340,True,race_asian,3,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,50.0,1,660f0dfad73168de80fb5426,warmup
1343,True,race_black,7,1,yes,hisp_latin_spanish_no,purple ,male,1,True,1,True,1,True,52.0,1,65ff8d0f3dceb18d1efdac6c,warmup
1347,True,,14,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,,1,66613b0fbe9c1d3987a0bb89,warmup
1348,True,race_black,3,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,39.0,1,65c110109c8a16b298ea48a5,warmup
1350,True,race_asian,15,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,31.0,1,663fab7c4193c77a18d5f5a5,warmup
1351,True,race_white,16,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,48.0,1,6642a0116b2b677499d5e077,warmup
1352,True,race_white,12,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,33.0,1,663a5bdd74c8ba318fe935de,warmup
1355,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,43.0,1,6644d9c42275eb9ded2fcef1,warmup
296,True,race_white,13,1,yes,hisp_latin_spanish_yes,purple,male,0,True,0,False,0,True,21.0,1,5d72e994d259c60018062727,warmup
298,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,female,0,False,1,False,1,True,32.0,1,66705fd80b6e073ef30b18e5,warmup
300,True,race_white,5,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,29.0,1,65fba0512b473c59b9fb7175,warmup
303,True,race_black,16,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,29.0,1,65c10f267b368ee1ed772eb5,warmup
306,True,race_white,13,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,34.0,1,59e91cebae9f950001d8466a,warmup
307,True,race_black,16,1,yes,hisp_latin_spanish_no,purple,male,1,False,1,True,0,True,42.0,1,66686bbc820c6387f8fc988b,warmup
309,True,race_black,6,1,yes,,Purple,male,1,True,1,False,1,True,27.0,1,666d61258a386185e18da5f8,warmup
312,True,race_white,16,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,26.0,1,5f1d14499de7845fca9fe9cc,warmup
313,True,race_white,2,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,60.0,1,663906d0e6d33c04bd65f491,warmup
314,True,race_asian,14,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,27.0,1,660604f1a9c44af2909516f6,warmup
316,True,race_white,15,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,67.0,1,664cb583a4731e1cd02da3bb,warmup
318,True,race_white,15,1,yes,hisp_latin_spanish_yes,purple,female,0,True,0,False,0,True,43.0,1,654001b69df601c766451ba4,warmup
320,True,race_white,15,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,65.0,1,63fd545c9e693441916712ff,warmup
322,True,race_white,9,1,yes,hisp_latin_spanish_no,Purple,female,1,True,1,False,1,True,38.0,1,662930c602cbdbcf2dac7c71,warmup
323,True,race_white,4,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,32.0,1,664560751cf66a44e90f9b3b,warmup
325,True,race_white,6,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,31.0,1,5d384f7d3e880c00016d9080,warmup
327,True,race_asian,12,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,25.0,1,63f7ac13d942e94c18c92d4b,warmup
329,True,race_asian,16,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,26.0,1,6651f244cc5a575854d5cb80,warmup
330,True,race_white,9,1,yes,hisp_latin_spanish_no,Purple,female,1,True,1,False,1,True,51.0,1,65dfbf73ec3a047b5653add8,warmup
331,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,30.0,1,665bc39f3d681ec2ea290e4d,warmup
332,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,45.0,1,664cf412f465d48105837dac,warmup
333,True,race_white,16,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,24.0,1,5ebb51e14fa5d7123c03615c,warmup
334,True,race_white,15,1,yes,hisp_latin_spanish_no,purple ,male,1,True,1,True,1,True,50.0,1,5ddb41e0ed3649a9c1fc68e6,warmup
335,True,race_white,13,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,20.0,1,666f5f8fb9039b8071d8da8c,warmup
336,True,race_white,13,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,32.0,1,65fca331fa0a2eaf667d9318,warmup
337,True,race_aian,8,1,yes,hisp_latin_spanish_yes,purple,female,1,True,1,False,1,True,61.0,1,63667ba152dc3078210dc552,warmup
338,True,race_white,14,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,49.0,1,6637f4d339a082b14eeedb2a,warmup
339,True,race_white,15,1,yes,hisp_latin_spanish_yes,purple,female,0,False,1,False,1,True,27.0,1,60c7848a39b4e7ecc85259be,warmup
340,True,race_black,4,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,44.0,1,6642c40e3754e837eca658a3,warmup
341,True,race_white,4,1,yes,hisp_latin_spanish_no,purple,female,0,True,1,True,0,True,22.0,1,60fdcc734040ebdc34a41b0d,warmup
342,True,race_black,4,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,24.0,1,6661b6a7ecd7945b1b563c90,warmup
343,True,race_black,7,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,41.0,1,6618870c888a5cea7655aea7,warmup
344,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,26.0,1,666dbf559ea4ede6749392d2,warmup
345,True,race_white,6,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,22.0,1,666259fa39f9c1be10ab1a31,warmup
346,True,race_white,16,1,yes,hisp_latin_spanish_no,purple,female,1,True,0,True,1,True,31.0,1,665deda4d264015e11247480,warmup
347,True,race_other,1,1,yes,hisp_latin_spanish_yes,purple,female,1,True,1,False,1,True,43.0,1,664a08b3c7877142fb85b676,warmup
348,True,,4,1,yes,,purple,male,0,True,2,True,0,True,31.0,1,664f934b501266e8401ada48,warmup
349,True,race_white,11,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,32.0,1,6161e61324cc141a88e2d113,warmup
350,True,race_white,16,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,35.0,1,6638c20523d39a4ca33e8678,warmup
351,True,race_white,10,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,37.0,1,57fdb5d4704569000111c852,warmup
352,True,race_white,14,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,39.0,1,661bcb1b7207c96230a61750,warmup
353,True,race_white,16,1,yes,hisp_latin_spanish_no,Purple,female,1,True,1,False,1,True,21.0,1,6670cdd87a5a4b03989a7014,warmup
354,True,race_black,5,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,22.0,1,663b963fd3c1043b39f39c8a,warmup
355,True,race_black,12,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,23.0,1,665511ef3e93277983d5be23,warmup
356,True,race_black,2,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,76.0,1,5b2669ae0ec82d0001d20b40,warmup
357,True,race_white,5,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,52.0,1,6660ad93734b2991dcb61854,warmup
358,True,race_white,4,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,33.0,1,5f39ae82822a9e558a63d053,warmup
359,True,race_white,6,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,23.0,1,663a96f1628a39878a9f67b2,warmup
360,True,race_white,3,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,25.0,1,664cf93aff7911373dbce7bd,warmup
361,True,race_white,16,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,25.0,1,654cee760b37735afac2188c,warmup
362,True,race_white,8,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,26.0,1,60f22ce19d3c98dacd6d464f,warmup
363,True,"race_black, race_white, race_other",5,1,yes,hisp_latin_spanish_yes,purple,female,0,True,0,False,0,True,43.0,1,5c6071a1e1df700001ca8bf1,warmup
364,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,32.0,1,5f30074e6a379841d23a85cf,warmup
365,True,"race_asian, race_black",1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,32.0,1,628b88996f3b169d0ea1d246,warmup
366,True,race_white,8,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,36.0,1,665f576edb50781ca18a8361,warmup
367,True,"race_black, race_other",3,1,yes,hisp_latin_spanish_yes,purple,female,0,True,0,False,0,True,39.0,1,6647d3e8909671b247ec01d2,warmup
368,True,race_white,16,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,34.0,1,55c2910dfdf99b5e72c6efcf,warmup
370,True,race_white,14,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,24.0,1,663e681740ee374f8d488e51,warmup
371,True,race_other,5,1,yes,hisp_latin_spanish_yes,purple,,1,False,0,False,0,True,32.0,1,5e703830ffc1a960e852b107,warmup
372,True,race_white,3,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,22.0,1,665223f6e508e86b1961f1be,warmup
374,True,race_white,12,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,57.0,1,65f0ca37bee518869a2fc2b4,warmup
377,True,race_white,16,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,25.0,1,60fe2a0378a85781b05ccee2,warmup
378,True,"race_aian, race_white",14,1,yes,hisp_latin_spanish_yes,purple,female,0,True,0,False,0,True,25.0,1,5f5e401d77501a6b82743d56,warmup
381,True,race_white,5,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,37.0,1,5e9fd54cd03d43182cc598fb,warmup
383,True,race_white,9,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,22.0,1,665632608f25a6749f79a118,warmup
384,True,race_black,4,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,22.0,1,60fbf0bb77ab6328d7f64849,warmup
385,True,race_black,7,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,39.0,1,5bebd903ca3a1a0001825e4e,warmup
388,True,race_white,14,1,yes,hisp_latin_spanish_yes,purple ,female,1,False,0,True,0,True,28.0,1,6116aa8875bdab57cab52804,warmup
389,True,race_white,13,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,60.0,1,605f61f6a2529d666698844b,warmup
391,True,race_white,15,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,56.0,1,6629a14abd27a13bc2a7a586,warmup
392,True,race_asian,11,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,23.0,1,655f8f04860e2c0fe8291155,warmup
395,True,race_black,11,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,25.0,1,60ff83da6b1bee23abb427a4,warmup
396,True,"race_asian, race_white",12,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,31.0,1,665b75cc809e2b2dfbc47e10,warmup
399,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,79.0,1,66686647f209c68d85d5cbfa,warmup
401,True,race_white,7,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,54.0,1,662b89c9eb08d365c04c7cc7,warmup
402,True,race_white,12,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,49.0,1,5f8c68e4fc66863c9a0150d5,warmup
406,True,race_white,12,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,26.0,1,6656351bc853b9d44d50d3b4,warmup
408,True,"race_white, race_other",7,1,yes,hisp_latin_spanish_yes,purple,female,1,True,1,False,1,True,32.0,1,66444fab51653be6d035845e,warmup
409,True,race_white,2,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,31.0,1,665629a30c7e3f40e8f3d1d5,warmup
411,True,race_black,10,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,22.0,1,60ffaa4fb05dbd18d442b5fe,warmup
414,True,race_white,11,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,36.0,1,62dbd5b3734a6a1375b46eea,warmup
418,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,25.0,1,6670692e7b9655bad69b72a2,warmup
420,True,race_white,16,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,45.0,1,5dd1b2de9ca8a322a48c3e81,warmup
1358,True,race_white,10,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,20.0,1,6314d97aa02af651ea1a9591,warmup
1361,True,race_white,5,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,38.0,1,66396a53ec2393bad24ecc2e,warmup
1580,True,race_white,5,1,yes,hisp_latin_spanish_no,purple,male,0,True,2,True,0,True,27.0,1,5af170135847970001e3409a,warmup
1582,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,37.0,1,5deadb731aaabf212ed16016,warmup
1585,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,41.0,1,617378aeffbba11d8971051c,warmup
1590,True,race_white,11,1,yes,hisp_latin_spanish_yes,purple,male,0,True,0,False,0,True,26.0,1,665a7202aed20c57d074a8b7,warmup
1593,True,race_white,3,1,yes,hisp_latin_spanish_yes,purple,female,1,False,0,False,0,True,28.0,1,60ff38d0ceaf9f7420869abf,warmup
1596,True,race_white,9,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,32.0,1,6643fdd5e4e6b01321ea03c8,warmup
1599,True,race_asian,7,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,22.0,1,6111decfac0adf8c9593b982,warmup
1602,True,race_white,9,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,20.0,1,66463d3560eac977430ac716,warmup
1605,True,race_asian,15,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,31.0,1,661da2368a7553e0d9e4c9e8,warmup
1608,True,race_white,16,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,29.0,1,663d78724bf4501737f36653,warmup
1609,True,race_white,10,1,yes,hisp_latin_spanish_no,Purple,female,0,True,0,False,0,True,26.0,1,665f1f49921a77ad05183fe5,warmup
1613,True,race_white,2,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,34.0,1,663b8b8c77985d0703b48b9a,warmup
1616,True,race_black,14,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,19.0,1,665c539ba4fac709b6b918aa,warmup
1619,True,race_white,5,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,43.0,1,60ec601b8525af507f06373d,warmup
1622,True,race_white,3,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,67.0,1,66338fb1dfa77d3fd06531ad,warmup
1625,True,race_white,4,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,30.0,1,6658f8f298569e477b21e1f1,warmup
1628,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,44.0,1,663bc78820f8922207fbb91a,warmup
1630,True,race_other,13,1,yes,hisp_latin_spanish_yes,purple,male,0,True,0,False,0,True,42.0,1,663faf257d50f1ec92e1568a,warmup
1631,True,race_white,5,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,42.0,1,5ba4acc91fadfd0001af046d,warmup
1635,True,race_white,4,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,58.0,1,665fb825d1d2c73b73d9d7ad,warmup
1638,True,"race_black, race_white",13,1,yes,hisp_latin_spanish_yes,purple,female,0,True,0,False,0,True,26.0,1,623abd6485e3c9c9a51fb456,warmup
1641,True,race_white,14,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,74.0,1,6657368915008a8a9edc91a9,warmup
1642,True,race_white,11,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,29.0,1,665a5007ded23a3b46ab299b,warmup
1643,True,race_black,2,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,66.0,1,6633b6bb6a17441247713973,warmup
1644,True,race_black,7,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,42.0,1,5c00222e2213be0001c2cdb1,warmup
1647,True,race_black,15,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,38.0,1,60baaa995c09d3162511871d,warmup
1650,True,race_white,9,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,30.0,1,62e2b8add7bff03a91d78162,warmup
369,True,race_white,11,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,48.0,1,662ae95388403e308b37514d,warmup
373,True,race_black,13,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,49.0,1,64d507343c3d56b410c07e61,warmup
375,True,race_white,9,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,27.0,1,66205d2bf49f986b4a5040c7,warmup
376,True,race_white,16,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,62.0,1,60fcd8a2f65ff33a1f4529fd,warmup
379,True,race_white,12,1,yes,hisp_latin_spanish_no,Purple,female,0,False,1,False,1,True,48.0,1,6629517257384969d8995d78,warmup
380,True,,16,1,yes,hisp_latin_spanish_yes,purple,female,1,False,0,False,0,True,19.0,1,66440e0d4d6d221ee6426d6f,warmup
382,True,race_white,7,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,33.0,1,65ff67c31641a4be4c903b68,warmup
386,True,race_white,8,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,40.0,1,665b78eaa7acb565414ebe1f,warmup
387,True,race_black,10,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,45.0,1,66359b64b4ef2e1f0830f5aa,warmup
390,True,race_white,10,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,22.0,1,5ee175cf636ea9565150761c,warmup
393,True,race_white,2,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,49.0,1,66304f120fd7ad2923b6a181,warmup
394,True,race_asian,9,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,44.0,1,5dd33fa5cf8e7e354f9f27fa,warmup
397,True,race_asian,4,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,32.0,1,6633111eab6db1697485f3a5,warmup
398,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,38.0,1,5c6ef14c2cd3cb0001fadd0e,warmup
400,True,race_black,12,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,33.0,1,564d4918b48dec0005b51a1d,warmup
403,True,race_black,4,1,yes,hisp_latin_spanish_no,purple,female,1,False,1,True,0,True,39.0,1,5af28311c36b060001f7f98d,warmup
404,True,race_white,5,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,27.0,1,6664baefbeb8f55c42a1d2d2,warmup
405,True,race_white,16,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,52.0,1,6604567de774a31fa7fcd288,warmup
407,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,31.0,1,667084fb07403cdbc2ef97a4,warmup
410,True,race_black,10,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,39.0,1,5e22fce6db62ba5aec3e53b1,warmup
412,True,race_white,16,1,yes,hisp_latin_spanish_no,Purple,female,0,True,0,False,0,True,42.0,1,63d4351c19d2f4fb2c92029d,warmup
413,True,race_white,6,1,yes,hisp_latin_spanish_yes,purple,female,0,False,1,False,1,True,53.0,1,65b906cdf766b77092b72425,warmup
415,True,race_white,9,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,54.0,1,665df5b70cc248da533523fd,warmup
416,True,race_white,9,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,44.0,1,65e3316d97240a806171a5c0,warmup
417,True,race_white,9,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,54.0,1,662a9782653acf6aca79662a,warmup
419,True,"race_aian, race_black, race_white",16,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,54.0,1,6515e8e5397123c0c6e68561,warmup
421,True,race_white,16,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,38.0,1,5f4af15a0add63150e16e55a,warmup
422,True,race_black,6,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,53.0,1,643abe2183fc66157d8b0b9c,warmup
423,True,race_white,5,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,27.0,1,66664b50442039255b61adc3,warmup
424,True,race_white,7,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,29.0,1,5c5c75fa1bca630001ea772b,warmup
425,True,race_white,10,1,yes,hisp_latin_spanish_yes,Purple,female,0,True,0,False,0,True,32.0,1,5b6872f33ffbf200015434ef,warmup
426,True,race_white,7,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,27.0,1,60fcd4e926754f9238788f61,warmup
427,True,race_white,11,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,41.0,1,5c3388fa01439b0001a0adfe,warmup
428,True,race_white,7,1,yes,hisp_latin_spanish_yes,purple,male,0,True,0,False,0,True,34.0,1,660c3df9986b3c273c28bdb3,warmup
429,True,race_white,14,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,42.0,1,5d2eac390aca250001e9c3e1,warmup
430,True,race_white,9,1,yes,hisp_latin_spanish_yes,purple,female,1,False,0,False,0,True,32.0,1,5e705d7fede0276399797769,warmup
431,True,race_white,16,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,25.0,1,665a3cb4fe3c06dde53e15ad,warmup
432,True,race_white,12,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,70.0,1,65bfa9e6c305547fa0acb10d,warmup
433,True,race_white,7,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,37.0,1,66633c447eb35a5629ac6154,warmup
434,True,race_black,12,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,35.0,1,6045a1851d1ba76f144dd6da,warmup
435,True,race_black,9,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,26.0,1,66561f80a059f4e4c5c28609,warmup
436,True,race_white,7,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,28.0,1,63d7fb6ee49281f6c41d6630,warmup
437,True,race_white,13,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,30.0,1,663ed796560711812fc5f01e,warmup
438,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,34.0,1,665253b2ade5b6881b58d931,warmup
439,True,race_black,12,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,32.0,1,656138d99ca468761bb935a8,warmup
440,True,race_white,2,1,yes,hisp_latin_spanish_yes,purple,,0,True,0,False,0,True,25.0,1,60ebd10c620f3e024c3a39a5,warmup
441,True,race_white,13,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,37.0,1,663193b3401cd39654458e20,warmup
442,True,race_white,3,1,yes,hisp_latin_spanish_no,PURPLE,male,1,True,1,False,1,True,33.0,1,5920cefe79f76f00012ae1b0,warmup
443,True,race_white,9,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,49.0,1,66293ce3dba0764775195e58,warmup
444,True,race_white,9,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,37.0,1,5bca2688526bab000199550a,warmup
445,True,race_other,9,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,49.0,1,65a9c9358c22bff0d9db9566,warmup
446,True,race_white,12,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,31.0,1,5f4d29e45723050f3a3e4a29,warmup
447,True,race_white,11,1,yes,hisp_latin_spanish_yes,purple,female,0,True,0,False,0,True,28.0,1,660ca61f3751ca40fa55c64a,warmup
448,True,race_white,5,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,55.0,1,64cedb84f1bca3abc20b7972,warmup
449,True,race_white,5,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,63.0,1,6596caa0ac956830b6877392,warmup
450,True,race_white,14,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,18.0,1,66646ef0caf9de9a699b6993,warmup
454,True,race_white,9,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,25.0,1,6024c18b094ac71dd93f4f5a,warmup
455,True,race_other,13,1,yes,hisp_latin_spanish_yes,purple,female,0,True,0,False,0,True,24.0,1,662563b5b6895bbeefc20194,warmup
458,True,race_black,7,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,31.0,1,65e217117092065ed43b60b2,warmup
459,True,race_white,2,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,27.0,1,5f48dab70aa4ce3aa1914003,warmup
460,True,race_white,10,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,25.0,1,5c49d7e81d71af000187175e,warmup
463,True,race_white,10,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,32.0,1,5d6cd10319bb5000016ca423,warmup
465,True,race_white,6,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,60.0,1,660d86299c0cbe7cf276826d,warmup
468,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,77.0,1,632e4ac3a1ed32e0c597aa9d,warmup
470,True,race_asian,2,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,39.0,1,66118228fac52dcdd8b9b1a7,warmup
471,True,race_white,7,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,26.0,1,5d4614be4574f300153a6311,warmup
