id,in_usa,race,arm_id,context_batch_id,commitment,ethnicity,captcha,sex,option_preference,discriminated,option_attention,garbage,option_attention_truth,consent,age,batch_id,prolific_id
204,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,27.0,1,56a3e69d582971000b7b0f4a
205,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,40.0,1,65fa0f069778c757ccaa9d58
206,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,52.0,1,668c5bd37624a98ac5b03d72
207,True,"race_asian, race_black",1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,44.0,1,60fd5818ca3355de7e2d90d1
208,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,54.0,1,5c3b8e621ede2b00011604a9
209,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,38.0,1,6314453e0a22cc4e1e66ca08
210,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,39.0,1,60c261fc9149f791a6f20a54
211,True,race_black,1,1,yes,hisp_latin_spanish_yes,purple,female,0,True,0,False,0,True,57.0,1,665488ad0a4b2d52fee1e6df
212,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,60.0,1,642eb72016d0cb14c764dfc6
213,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,33.0,1,6287d7ec96fff020be1d9237
214,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple,female,0,True,0,False,0,True,30.0,1,668aad46440be53a07aaa571
215,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,25.0,1,595c69efd8bd8d000154dd23
216,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,22.0,1,6548429f7bb2387e73c660c6
217,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,23.0,1,668674a5b341e5d36bf65468
218,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,22.0,1,6687a62065c68c458a68cbb5
219,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,41.0,1,6542c1adac85eb98d11a25ec
220,True,"race_aian, race_white",1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,28.0,1,6653c219a4a1afd3e18609cb
221,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,30.0,1,6471ff5961070bf74ec62c7a
222,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,31.0,1,668c11f66e1da1ca2602b23c
223,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,34.0,1,668c58a0d6d3c6c6e782abc3
224,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,22.0,1,60fe2112b2f9cd4687d2a724
225,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,30.0,1,5eeabe0f20cb9a16d517513c
226,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,31.0,1,65a6b92c9a480cc6d7033b24
227,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,42.0,1,652dceb64c09de45631ea89e
228,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,44.0,1,5f29aed2c46fc6118f5980c3
229,True,race_white,1,1,yes,hisp_latin_spanish_no,purple ,male,0,True,0,True,0,True,42.0,1,66884713a634c5f082e912a3
230,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,25.0,1,6644f98847ff3c7c3f9bbdfb
231,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,24.0,1,616f8ebbb4625dc2db4f1851
232,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,23.0,1,61364bc1eb036faf8ae6cfd8
233,True,race_black,1,1,yes,hisp_latin_spanish_yes,purple,female,0,False,1,False,1,True,31.0,1,659589bf2ef094a5e3fafa9d
234,True,"race_asian, race_white",1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,20.0,1,66846905cfa45a35dcdb7288
235,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,36.0,1,668564a45368836193b94269
236,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,60.0,1,667ed846daba40d734060697
237,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,41.0,1,6234d4d2b57dba20c31b7a80
238,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,35.0,1,5dad0e75389b610017e8e908
239,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,37.0,1,5b188b743522660001b3efc8
240,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,0,True,1,True,43.0,1,66339cc7d05e27f34b2847cd
241,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,50.0,1,5f0a59d5b314753371bedbd1
242,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,30.0,1,665e107b0f22e57ff8be50b8
243,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,50.0,1,629620f5aeec88ae70bbacc2
244,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,41.0,1,668c078a663cb065c45170bd
245,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,29.0,1,5e8bf64caa4ae60e7dd0908f
246,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,46.0,1,6674bf093b7aad318c33bc37
247,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,35.0,1,6685ad8cf65ad95b6b443bb0
248,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,23.0,1,66895169842e851843c097c9
249,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,57.0,1,601cbb3526aa517be4a924ce
250,True,"race_black, race_white",1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,26.0,1,66848b6256a271a998a8eb86
251,True,race_asian,1,1,yes,hisp_latin_spanish_yes,purple,male,1,True,1,False,1,True,30.0,1,6613806ccc390085132f9c99
252,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,25.0,1,60fefbade0cc959aca443c7d
253,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,26.0,1,570fa0905edc8f000fe73c4a
254,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,33.0,1,6687ef6b57cc702257d11a66
255,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple,male,1,True,1,False,1,True,27.0,1,6686e72b762ad26de146f4db
256,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,22.0,1,668adf7e31488112c40b9618
257,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,53.0,1,56952368e0c800000559f90b
258,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,32.0,1,6659d0da9e79475ef3f31c93
259,True,race_black,1,1,yes,hisp_latin_spanish_no,PURPLE,male,1,True,1,False,1,True,51.0,1,667634625cc34d5ac97492bf
260,True,"race_white, race_other",1,1,yes,hisp_latin_spanish_yes,purple,male,0,True,0,False,0,True,34.0,1,5a9c44d2f05361000172055b
261,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,28.0,1,5bdf4f8ec777fa00016206b3
262,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,28.0,1,5fe18e1c8929f0c2a41e43d8
263,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,39.0,1,58e178ff27e7d900011035d9
264,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,29.0,1,664b304f47854ec59355d0dd
265,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,male,1,True,1,False,1,True,36.0,1,66876f163e33d9749bbf756d
266,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,38.0,1,63d80a392c05f6a765d9e63a
267,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,56.0,1,64320d32f144ad4cef20c60f
268,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,38.0,1,5c7f2dc436ad0a00110bb122
269,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,21.0,1,65cefa3bddb7be095ddde1af
270,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,57.0,1,63e403e848165e69c62a729a
271,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,64.0,1,668c1a12987026ab7ed28e63
272,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,53.0,1,6616092f059f1f0faacac378
273,True,"race_black, race_white",1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,36.0,1,651ea738f0d8f5429187c8b4
274,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,36.0,1,580145ebf35f130001c36157
275,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,43.0,1,668be65e49d0ceb3ccb1ffec
276,True,race_asian,1,1,yes,hisp_latin_spanish_yes,purple,female,1,True,1,False,1,True,20.0,1,65cb9396b64c5bf3a3c9cbf1
277,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,22.0,1,63b6d8752dbe4d7650eb1d00
278,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple,female,1,True,1,False,1,True,25.0,1,60fcbf49d3143146ca67ed6d
279,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,26.0,1,6608fe79836be5ccd7136892
280,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,36.0,1,667071fee54e7f5774fb38cc
281,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,46.0,1,5ede22703409e1042973a050
282,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,34.0,1,668696f692c9437b43935373
283,True,"race_aian, race_white",1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,40.0,1,66848988b8e42b559b702474
284,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,35.0,1,5bdc96a7ba6cc10001854ac8
285,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,28.0,1,63e5afe232a49ecaa3272df9
286,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,32.0,1,667b42e67e385b41658179f8
287,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,31.0,1,5d4deacbd056d00019082be9
288,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,29.0,1,647606f833e13656eecbc1a0
289,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple,female,0,True,0,False,0,True,27.0,1,63d082dbc67e5e161c356e5c
290,True,race_other,1,1,yes,hisp_latin_spanish_yes,purple,female,1,True,1,False,1,True,39.0,1,6673141b2ab1f0198dea20bf
291,True,race_black,1,1,yes,hisp_latin_spanish_yes,purple,female,0,True,0,False,0,True,28.0,1,65c1d2b118dd984dec38f4f2
292,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,63.0,1,6123fc5fe45f1905d9e7fe29
293,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,27.0,1,610866d4a8df0540300f1b6d
294,True,"race_asian, race_white",1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,51.0,1,55a2fa33fdf99b073cd94947
295,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,28.0,1,600cff71c2b8b6481b27bff4
296,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,51.0,1,65e4a9c111b44b3b4188eb13
297,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,45.0,1,5a2181b5e473b80001baa9b0
298,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,61.0,1,6005d3aabaf15d515c1361d0
299,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,37.0,1,633eb584ec1a3cf0efdc2563
300,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,20.0,1,6687b00fea5aa786440b51d1
301,True,"race_asian, race_white",1,1,yes,hisp_latin_spanish_no,purple,,1,True,2,True,1,True,23.0,1,63ed30cf3bbe678490e9999c
302,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,,0,True,0,False,0,True,28.0,1,60555b56af1bc30f5d438bd2
303,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,male,1,True,1,False,1,True,23.0,1,5d05aa4b28d214001d06bb93
304,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,29.0,1,5bc6e0f93808a50001649d75
305,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,31.0,1,650c3f06ceea51899714464a
306,True,race_asian,1,1,yes,hisp_latin_spanish_no,Purple,male,1,True,0,True,1,True,32.0,1,655237b8976df203b7e348c2
307,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,44.0,1,60b088283f529f44ae7ccd37
308,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,43.0,1,613c1ab3f0c6e72cf5d7d66a
309,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,22.0,1,65cb89ff41f626287ba0d83e
310,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,female,0,False,1,False,1,True,42.0,1,654134d0ff22af1e0e59a29f
311,True,race_aian,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,34.0,1,663a818d051d030662b113e3
312,True,"race_black, race_white",1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,50.0,1,6480d2e60bb76dc7968705dd
313,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,38.0,1,60e340333e34ab0583147feb
314,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,female,1,True,1,False,1,True,47.0,1,662c02a6b1ffbaa0e7ae5011
315,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,31.0,1,668b69c4d5c2745ea36b7fbb
316,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,34.0,1,60de1e91d169070d449d6c38
317,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,45.0,1,664b4ffde3550176ef06a5cb
318,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,47.0,1,6688240930ac864c8da559ac
319,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,53.0,1,65344ec64854d12a1baf93d6
320,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,21.0,1,665103ae5766c0a385ecdcf6
321,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,23.0,1,5f2dc4be9719bd0f8a6ce15c
322,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,40.0,1,5eeaa8ee94a7f8046a02a20d
323,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,41.0,1,652459097eb28ad70bcb1393
324,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,34.0,1,6032aa14166df72d4c8a331f
325,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,23.0,1,61391e597dbe122a2dffb914
326,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,29.0,1,5e0d6973946e974df5ccc57d
327,True,race_white,1,1,yes,,purple,male,1,True,1,False,1,True,58.0,1,5ee667342eebe93d1db38dd0
328,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,,1,66467574dad014b033fa664c
329,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,45.0,1,5b25f2ce8ecf3f000161737c
330,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,44.0,1,5fbb4b2f8a2ddbc5095d5895
331,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,38.0,1,66062a448d3a5ed02c64c2ab
332,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,53.0,1,656e0027693b68d1e742a02c
333,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,42.0,1,5a6cfad8ab58b500015f56ef
334,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,55.0,1,66761f810a062036fb382042
335,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,22.0,1,60fd64fb28334cadc460cbe0
336,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,52.0,1,668b70882e0313c528f85f8f
337,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,25.0,1,667b1e59702c70222418c887
338,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,42.0,1,63f7f9c1667fdae7a300f6d9
339,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,female,0,False,1,False,1,True,33.0,1,605504fc7a5a699c16ae8b4d
340,True,race_other,1,1,yes,hisp_latin_spanish_yes,purple,female,0,True,0,False,0,True,23.0,1,654b931ba4e1538bb3817430
341,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,53.0,1,5dd38420a71de83809342ca3
342,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,38.0,1,59bce3080ac77f0001f056de
343,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,35.0,1,6282857dd18c09327fb1b33b
344,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple,female,0,True,0,False,0,True,30.0,1,66833861f6a5ce597cc077bc
345,True,race_black,1,1,yes,hisp_latin_spanish_yes,purple,female,0,True,0,False,0,True,32.0,1,5c0d7f78594d920001680447
346,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,25.0,1,5e6eef4068ed544ba94a6787
347,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,41.0,1,653fd42ade361272b8f82118
348,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple,female,0,True,0,False,0,True,25.0,1,666c84e40660c28430f3564c
349,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,24.0,1,6107047fbafeaf147ba228c0
350,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,31.0,1,668c5fc88580d899759a0932
351,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,male,0,True,0,False,0,True,27.0,1,5de8bc74553cee8280a7dd84
352,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,50.0,1,5589480afdf99b5ccca3c1ea
353,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,22.0,1,668b60e2b4438a45e1044845
354,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,21.0,1,667eb760092051c2af37656a
355,True,race_other,1,1,yes,hisp_latin_spanish_yes,purple,male,1,True,1,False,1,True,38.0,1,6684928e82e515000197f9c6
356,True,"race_aian, race_white",1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,59.0,1,5f0f9dd625153217f188084b
357,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,56.0,1,6683d2733d15c354646043ce
358,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple,female,1,True,1,False,1,True,31.0,1,61085ff2f642b4711f3f8d94
359,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,32.0,1,5c4e9bd1818d4d00013e8859
360,True,race_white,1,1,yes,hisp_latin_spanish_yes,purple,male,1,True,1,False,1,True,33.0,1,5ea70b0537c5170b90ece8ac
361,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,59.0,1,61537529838b05f12699918e
362,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,43.0,1,6660c980f130e148bc6f1250
363,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,58.0,1,668c53947624a98ac5b03b80
364,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,30.0,1,5ba8e2d9127ccd0001b2e3cd
365,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,65.0,1,5ea749a62b0def12811bd452
366,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,33.0,1,5e3064f14234ff063ebedcc6
367,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,23.0,1,5f2df2c58df9de1511266128
368,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,74.0,1,63cf56629f2d11b69446794c
369,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,27.0,1,665d56116ed34ec4be8da4f2
370,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,54.0,1,65173d4e2c14e2b3e0d3f5e0
371,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,32.0,1,5fc17c03d0cabf16011a647b
372,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,57.0,1,663ba3fdc11bf9fcf38072d6
373,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,32.0,1,6162d7f2f4d650e7eec2e5b7
374,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,32.0,1,5c64c326c2629c000143bf6f
375,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,34.0,1,666a09bf7e21e0d346d2d675
376,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,46.0,1,63eaa9f8f0637c961dcfc277
377,True,race_asian,1,1,yes,hisp_latin_spanish_no,Purple,male,1,False,1,True,0,True,37.0,1,668568bb50fdf898014285b7
378,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,39.0,1,5ecee952cf9685302da68407
379,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,21.0,1,66854b167b1107ea7eda0983
380,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,22.0,1,60ff7e913a2ea98fff1d0cf3
381,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,58.0,1,667ff3711e30726d16f919c7
382,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,27.0,1,63d98dcfa03c130e4599a907
383,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,34.0,1,6333dafae0a6b172dd2bd2af
384,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,46.0,1,65209f1964bd5784a6ab0ab7
385,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,27.0,1,5ee6706034f12e3d82d952aa
386,True,race_white,1,1,yes,hisp_latin_spanish_no,Purple,male,0,False,1,False,1,True,35.0,1,661d8dc1413fef9acd1dece4
387,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,50.0,1,5b03081a7181980001f650b7
388,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,26.0,1,65d6af2397543519d98f2498
389,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,1,True,0,True,28.0,1,611edc7240c940f33a5dd554
390,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,37.0,1,56bd0347d4e218000ca87e53
391,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,32.0,1,60c2cc653d0c6208fc8899fc
392,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,34.0,1,5a4afdd835c9d50001fdd1c0
393,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,35.0,1,66463df7a1a0caa5d1825307
394,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,45.0,1,6413804ff5e65e48b68e18eb
395,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,30.0,1,6643f7505817fd2a432998b0
396,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,27.0,1,65957a0a8401e536179508d8
397,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,23.0,1,63d3ffda806de850e8b9ce7a
398,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,49.0,1,5d0bb1874d659a0001391226
399,True,race_asian,1,1,yes,hisp_latin_spanish_no,purple ,male,0,True,0,True,0,True,30.0,1,661fee35973b5ff6fa3418ef
400,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,50.0,1,5fd85c9f4bf0b61a395593c7
401,True,"race_asian, race_nhpi",1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,21.0,1,60444cd97d48924d0d4810ea
402,True,race_other,1,1,yes,hisp_latin_spanish_yes,purple,female,0,True,0,False,0,True,22.0,1,6100dd0240e57d5cb3908402
403,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,54.0,1,65b03d20b65be128cf6147c0
404,True,race_black,1,1,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,37.0,1,60530658ffdc68657fbfea98
405,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,35.0,1,5efe44bebdee09152fe08acc
406,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,48.0,1,657e566d69ad088a0cdfc1a9
407,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,43.0,1,60d7d5dc074e8bc367732eb6
408,True,race_white,1,1,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,24.0,1,659c219946c47d37869e1304
