batch_id,alpha,arm_id,id,beta
862,134,5,13781,48
862,59,8,13784,34
862,79,15,13791,41
863,109,1,13793,43
863,89,6,13798,56
863,131,11,13803,48
863,74,16,13808,48
864,109,1,13809,43
864,89,6,13814,56
864,131,11,13819,48
864,74,16,13824,48
865,81,2,13826,47
865,89,6,13830,56
865,74,10,13834,43
865,76,14,13838,46
866,170,3,13843,62
866,89,6,13846,56
866,78,9,13849,42
866,86,12,13852,40
866,79,15,13855,41
870,109,1,13905,43
870,134,5,13909,48
870,78,9,13913,42
870,89,13,13917,42
872,170,3,13939,62
872,59,8,13944,34
872,89,13,13949,42
873,109,1,13953,43
873,89,6,13958,56
873,78,9,13961,42
873,89,13,13965,42
874,75,4,13972,46
874,78,9,13977,42
874,76,14,13982,46
876,135,5,14005,48
876,74,10,14010,43
876,79,15,14015,41
877,109,1,14017,43
877,135,5,14021,48
877,78,9,14025,42
697,74,16,11152,48
698,81,2,11154,47
698,86,6,11158,56
698,74,10,11162,43
698,79,15,11167,41
699,157,3,11171,55
699,89,13,11181,41
700,75,4,11188,46
700,78,9,11193,40
700,76,14,11198,46
702,76,14,11230,46
703,75,4,11236,46
703,78,9,11241,40
703,76,14,11246,46
704,105,1,11249,43
704,86,6,11254,56
704,121,11,11259,45
704,74,16,11264,48
705,75,4,11268,46
705,78,9,11273,40
705,76,14,11278,46
706,75,4,11284,46
706,59,8,11288,34
706,85,12,11292,39
706,74,16,11296,48
707,119,5,11301,42
707,59,8,11304,34
707,89,13,11309,41
708,75,4,11316,46
708,59,8,11320,34
708,85,12,11324,39
708,74,16,11328,48
709,75,4,11332,46
709,78,9,11337,40
709,76,14,11342,46
710,158,3,11347,55
710,59,8,11352,34
710,89,13,11357,41
711,81,2,11362,47
711,451,7,11367,129
711,85,12,11372,39
712,75,4,11380,46
712,78,9,11385,40
712,76,14,11390,46
713,105,1,11393,43
713,86,6,11398,56
713,122,11,11403,45
713,74,16,11408,48
714,120,5,11413,42
714,74,10,11418,43
714,79,15,11423,41
715,120,5,11429,42
715,74,10,11434,43
715,79,15,11439,41
716,75,4,11444,46
716,78,9,11449,40
716,76,14,11454,46
717,105,1,11457,43
717,86,6,11462,56
717,123,11,11467,45
717,74,16,11472,48
718,105,1,11473,43
718,86,6,11478,56
718,123,11,11483,45
718,74,16,11488,48
719,159,3,11491,55
719,453,7,11495,131
719,85,12,11500,39
720,75,4,11508,46
720,78,9,11513,40
720,76,14,11518,46
721,160,3,11523,55
721,59,8,11528,34
721,89,13,11533,41
722,105,1,11537,43
722,81,2,11538,47
722,160,3,11539,55
722,75,4,11540,46
722,121,5,11541,42
722,86,6,11542,56
722,455,7,11543,131
722,59,8,11544,34
722,78,9,11545,40
722,74,10,11546,43
722,123,11,11547,45
722,85,12,11548,39
722,89,13,11549,41
722,76,14,11550,46
722,79,15,11551,41
722,74,16,11552,48
723,105,1,11553,43
723,81,2,11554,47
723,160,3,11555,55
723,75,4,11556,46
723,121,5,11557,42
723,87,6,11558,56
723,455,7,11559,131
723,59,8,11560,34
723,78,9,11561,40
723,74,10,11562,43
723,123,11,11563,45
723,85,12,11564,39
723,89,13,11565,41
723,76,14,11566,46
723,79,15,11567,41
723,74,16,11568,48
724,105,1,11569,43
724,81,2,11570,47
724,160,3,11571,55
724,75,4,11572,46
724,121,5,11573,42
724,87,6,11574,56
724,455,7,11575,131
724,59,8,11576,34
724,78,9,11577,40
724,74,10,11578,43
724,123,11,11579,45
724,85,12,11580,39
724,89,13,11581,42
724,76,14,11582,46
724,79,15,11583,41
724,74,16,11584,48
725,105,1,11585,43
725,81,2,11586,47
725,160,3,11587,55
725,75,4,11588,46
725,121,5,11589,43
725,87,6,11590,56
725,455,7,11591,131
725,59,8,11592,34
725,78,9,11593,40
725,74,10,11594,43
725,123,11,11595,45
725,85,12,11596,39
725,89,13,11597,42
725,76,14,11598,46
725,79,15,11599,41
725,74,16,11600,48
726,105,1,11601,43
726,81,2,11602,47
726,160,3,11603,55
726,75,4,11604,46
726,121,5,11605,43
726,87,6,11606,56
726,456,7,11607,131
726,59,8,11608,34
726,78,9,11609,40
726,74,10,11610,43
726,123,11,11611,45
726,85,12,11612,39
726,89,13,11613,42
726,76,14,11614,46
726,79,15,11615,41
726,74,16,11616,48
727,105,1,11617,43
727,81,2,11618,47
727,160,3,11619,55
727,75,4,11620,46
727,59,8,11624,34
727,85,12,11628,39
727,79,15,11631,41
729,75,4,11652,46
729,78,9,11657,40
729,76,14,11662,46
730,105,1,11665,43
730,87,6,11670,56
730,123,11,11675,46
730,74,16,11680,48
731,105,1,11681,43
731,88,6,11686,56
731,123,11,11691,46
731,74,16,11696,48
732,75,4,11700,46
732,59,8,11704,34
732,85,12,11708,39
732,74,16,11712,48
733,106,1,11713,43
733,88,6,11718,56
733,123,11,11723,46
733,74,16,11728,48
734,160,3,11731,55
734,59,8,11736,34
734,89,13,11741,42
735,81,2,11746,47
735,460,7,11751,132
735,85,12,11756,39
736,121,5,11765,43
736,78,9,11769,40
736,85,12,11772,39
736,79,15,11775,41
737,75,4,11780,46
737,59,8,11784,34
737,85,12,11788,39
737,74,16,11792,48
738,121,5,11797,43
738,74,10,11802,43
738,79,15,11807,41
739,75,4,11812,46
739,78,9,11817,40
739,76,14,11822,46
740,75,4,11828,46
740,78,9,11833,40
740,76,14,11838,46
741,162,3,11843,55
741,463,7,11847,134
741,123,11,11851,46
741,74,16,11856,48
742,75,4,11860,46
742,78,9,11865,40
742,76,14,11870,46
743,81,2,11874,47
743,122,5,11877,43
743,78,9,11881,40
743,85,12,11884,39
744,81,2,11890,47
744,463,7,11895,134
744,85,12,11900,39
745,106,1,11905,43
745,122,5,11909,43
745,74,10,11914,43
745,79,15,11919,41
746,162,3,11923,56
746,59,8,11928,34
746,89,13,11933,42
747,122,5,11941,43
747,74,10,11946,43
747,79,15,11951,41
748,162,3,11955,56
748,89,6,11958,56
748,74,10,11962,43
748,89,13,11965,42
748,74,16,11968,48
749,81,2,11970,47
749,89,6,11974,56
749,78,9,11977,40
749,85,12,11980,39
749,74,16,11984,48
750,162,3,11987,56
750,59,8,11992,34
750,89,13,11997,42
751,81,2,12002,47
751,465,7,12007,136
751,85,12,12012,39
752,81,2,12018,47
752,89,6,12022,56
752,74,10,12026,43
752,76,14,12030,46
754,81,2,12050,47
754,467,7,12055,136
754,85,12,12060,39
755,106,1,12065,43
755,89,6,12070,56
755,124,11,12075,48
755,74,16,12080,48
756,81,2,12082,47
756,467,7,12087,136
756,85,12,12092,39
757,75,4,12100,46
757,78,9,12105,41
757,76,14,12110,46
758,75,4,12116,46
758,78,9,12121,41
758,76,14,12126,46
759,107,1,12129,43
759,89,6,12134,56
759,124,11,12139,48
759,74,16,12144,48
760,81,2,12146,47
760,469,7,12151,136
760,85,12,12156,39
761,107,1,12161,43
761,89,6,12166,56
761,125,11,12171,48
761,74,16,12176,48
762,162,3,12179,57
762,470,7,12183,137
762,125,11,12187,48
762,79,15,12191,41
763,162,3,12195,57
763,59,8,12200,34
763,89,13,12205,42
765,107,1,12225,43
765,124,5,12229,43
765,78,9,12233,41
765,89,13,12237,42
766,75,4,12244,46
766,78,9,12249,41
766,76,14,12254,46
767,107,1,12257,43
767,89,6,12262,56
767,125,11,12267,48
767,74,16,12272,48
768,75,4,12276,46
768,59,8,12280,34
768,85,12,12284,39
768,74,16,12288,48
769,164,3,12291,58
769,59,8,12296,34
769,89,13,12301,42
770,81,2,12306,47
770,475,7,12311,137
770,85,12,12316,39
771,81,2,12322,47
771,475,7,12327,138
771,85,12,12332,39
772,164,3,12339,59
772,475,7,12343,138
772,125,11,12347,48
772,79,15,12351,41
773,164,3,12355,59
773,59,8,12360,34
773,76,14,12366,46
774,164,3,12371,59
774,59,8,12376,34
727,121,5,11621,43
727,78,9,11625,40
727,89,13,11629,42
728,105,1,11633,43
728,75,4,11636,46
728,457,7,11639,131
728,74,10,11642,43
728,89,13,11645,42
728,74,16,11648,48
729,160,3,11651,55
729,59,8,11656,34
729,89,13,11661,42
730,121,5,11669,43
730,74,10,11674,43
730,79,15,11679,41
731,121,5,11685,43
731,74,10,11690,43
731,79,15,11695,41
732,160,3,11699,55
732,459,7,11703,132
732,123,11,11707,46
732,79,15,11711,41
733,121,5,11717,43
733,74,10,11722,43
733,79,15,11727,41
734,81,2,11730,47
734,460,7,11735,132
734,85,12,11740,39
735,106,1,11745,43
735,88,6,11750,56
735,123,11,11755,46
735,74,16,11760,48
736,161,3,11763,55
736,59,8,11768,34
736,76,14,11774,46
737,81,2,11778,47
737,88,6,11782,56
737,74,10,11786,43
737,76,14,11790,46
738,81,2,11794,47
738,462,7,11799,133
738,85,12,11804,39
739,106,1,11809,43
739,88,6,11814,56
739,123,11,11819,46
739,74,16,11824,48
740,161,3,11827,55
740,59,8,11832,34
740,89,13,11837,42
741,81,2,11842,47
741,78,9,11849,40
741,76,14,11854,46
742,81,2,11858,47
742,463,7,11863,134
742,85,12,11868,39
743,162,3,11875,55
743,463,7,11879,134
743,124,11,11883,46
744,162,3,11891,56
744,59,8,11896,34
744,89,13,11901,42
745,89,6,11910,56
745,124,11,11915,46
745,74,16,11920,48
746,75,4,11924,46
746,78,9,11929,40
746,76,14,11934,46
747,106,1,11937,43
747,89,6,11942,56
747,124,11,11947,46
747,74,16,11952,48
748,81,2,11954,47
748,59,8,11960,34
748,124,11,11963,46
748,76,14,11966,46
749,75,4,11972,46
749,59,8,11976,34
749,124,11,11979,46
749,76,14,11982,46
750,123,5,11989,43
750,74,10,11994,43
750,79,15,11999,41
751,162,3,12003,56
751,59,8,12008,34
751,89,13,12013,42
752,162,3,12019,56
752,466,7,12023,136
752,124,11,12027,47
752,79,15,12031,41
753,81,2,12034,47
753,89,6,12038,56
753,74,10,12042,43
753,76,14,12046,46
754,106,1,12049,43
754,89,6,12054,56
754,124,11,12059,48
754,74,16,12064,48
755,123,5,12069,43
755,74,10,12074,43
755,79,15,12079,41
756,107,1,12081,43
756,89,6,12086,56
756,124,11,12091,48
756,74,16,12096,48
757,162,3,12099,56
757,59,8,12104,34
757,89,13,12109,42
758,162,3,12115,56
758,59,8,12120,34
758,89,13,12125,42
759,75,4,12132,46
759,78,9,12137,41
759,76,14,12142,46
760,124,5,12149,43
760,74,10,12154,43
760,79,15,12159,41
761,75,4,12164,46
761,78,9,12169,41
761,76,14,12174,46
763,107,1,12193,43
763,89,6,12198,56
763,125,11,12203,48
763,74,16,12208,48
764,75,4,12212,46
764,59,8,12216,34
764,85,12,12220,39
764,74,16,12224,48
765,75,4,12228,46
765,59,8,12232,34
765,85,12,12236,39
765,74,16,12240,48
766,164,3,12243,57
766,59,8,12248,34
766,89,13,12253,42
767,124,5,12261,43
767,74,10,12266,43
767,79,15,12271,41
768,164,3,12275,58
768,473,7,12279,137
768,125,11,12283,48
768,79,15,12287,41
769,107,1,12289,43
769,89,6,12294,56
769,125,11,12299,48
769,74,16,12304,48
770,107,1,12305,43
770,89,6,12310,56
770,125,11,12315,48
770,74,16,12320,48
771,75,4,12324,46
771,78,9,12329,41
771,76,14,12334,46
773,107,1,12353,43
773,89,6,12358,56
773,74,10,12362,43
774,81,2,12370,47
774,477,7,12375,138
727,87,6,11622,56
727,74,10,11626,43
727,74,16,11632,48
728,81,2,11634,47
728,121,5,11637,43
728,59,8,11640,34
728,123,11,11643,46
728,76,14,11646,46
729,121,5,11653,43
729,74,10,11658,43
729,79,15,11663,41
730,81,2,11666,47
730,458,7,11671,132
730,85,12,11676,39
731,81,2,11682,47
731,458,7,11687,132
731,85,12,11692,39
732,105,1,11697,43
732,121,5,11701,43
732,78,9,11705,40
732,89,13,11709,42
733,81,2,11714,47
733,459,7,11719,132
733,85,12,11724,39
734,75,4,11732,46
734,78,9,11737,40
734,76,14,11742,46
735,161,3,11747,55
735,59,8,11752,34
735,89,13,11757,42
736,75,4,11764,46
736,123,11,11771,46
737,161,3,11779,55
737,462,7,11783,132
737,123,11,11787,46
737,79,15,11791,41
738,75,4,11796,46
738,78,9,11801,40
738,76,14,11806,46
739,81,2,11810,47
739,463,7,11815,133
739,85,12,11820,39
740,121,5,11829,43
740,74,10,11834,43
740,79,15,11839,41
741,121,5,11845,43
741,59,8,11848,34
741,89,13,11853,42
742,106,1,11857,43
742,88,6,11862,56
742,124,11,11867,46
742,74,16,11872,48
743,59,8,11880,34
743,79,15,11887,41
744,122,5,11893,43
744,74,10,11898,43
744,79,15,11903,41
745,162,3,11907,56
745,59,8,11912,34
745,89,13,11917,42
746,106,1,11921,43
746,89,6,11926,56
746,124,11,11931,46
746,74,16,11936,48
747,162,3,11939,56
747,59,8,11944,34
747,89,13,11949,42
748,75,4,11956,46
748,465,7,11959,135
748,85,12,11964,39
748,79,15,11967,41
749,162,3,11971,56
749,465,7,11975,135
749,74,10,11978,43
749,89,13,11981,42
750,75,4,11988,46
750,78,9,11993,40
750,76,14,11998,46
751,106,1,12001,43
751,89,6,12006,56
751,124,11,12011,47
751,74,16,12016,48
752,106,1,12017,43
752,123,5,12021,43
752,78,9,12025,40
752,89,13,12029,42
753,75,4,12036,46
753,59,8,12040,34
753,85,12,12044,39
753,74,16,12048,48
754,75,4,12052,46
754,78,9,12057,40
754,76,14,12062,46
755,162,3,12067,56
755,59,8,12072,34
755,89,13,12077,42
756,75,4,12084,46
756,78,9,12089,41
756,76,14,12094,46
757,107,1,12097,43
757,89,6,12102,56
757,124,11,12107,48
757,74,16,12112,48
758,107,1,12113,43
758,89,6,12118,56
758,124,11,12123,48
758,74,16,12128,48
759,162,3,12131,56
759,59,8,12136,34
759,89,13,12141,42
760,75,4,12148,46
760,78,9,12153,41
760,76,14,12158,46
761,162,3,12163,56
761,59,8,12168,34
761,89,13,12173,42
762,75,4,12180,46
762,59,8,12184,34
762,85,12,12188,39
762,74,16,12192,48
763,75,4,12196,46
763,78,9,12201,41
763,76,14,12206,46
764,107,1,12209,43
764,124,5,12213,43
764,78,9,12217,41
764,89,13,12221,42
765,81,2,12226,47
765,89,6,12230,56
765,74,10,12234,43
765,76,14,12238,46
766,81,2,12242,47
766,472,7,12247,137
766,85,12,12252,39
767,75,4,12260,46
767,78,9,12265,41
767,76,14,12270,46
769,124,5,12293,43
769,74,10,12298,43
769,79,15,12303,41
770,164,3,12307,58
770,59,8,12312,34
770,89,13,12317,42
771,164,3,12323,58
771,59,8,12328,34
771,89,13,12333,42
772,107,1,12337,43
772,124,5,12341,43
772,78,9,12345,41
772,89,13,12349,42
773,75,4,12356,46
773,78,9,12361,41
773,89,13,12365,42
773,74,16,12368,48
774,107,1,12369,43
774,89,6,12374,56
774,125,11,12379,48
727,456,7,11623,131
727,123,11,11627,46
727,76,14,11630,46
728,160,3,11635,55
728,87,6,11638,56
728,78,9,11641,40
728,85,12,11644,39
728,79,15,11647,41
729,105,1,11649,43
729,87,6,11654,56
729,123,11,11659,46
729,74,16,11664,48
730,160,3,11667,55
730,59,8,11672,34
730,89,13,11677,42
731,160,3,11683,55
731,59,8,11688,34
731,89,13,11693,42
732,81,2,11698,47
732,88,6,11702,56
732,74,10,11706,43
732,76,14,11710,46
733,160,3,11715,55
733,59,8,11720,34
733,89,13,11725,42
734,121,5,11733,43
734,74,10,11738,43
734,79,15,11743,41
735,75,4,11748,46
735,78,9,11753,40
735,76,14,11758,46
736,106,1,11761,43
736,88,6,11766,56
736,74,16,11776,48
737,106,1,11777,43
737,121,5,11781,43
737,78,9,11785,40
737,89,13,11789,42
738,106,1,11793,43
738,88,6,11798,56
738,123,11,11803,46
738,74,16,11808,48
739,121,5,11813,43
739,74,10,11818,43
739,79,15,11823,41
740,81,2,11826,47
740,463,7,11831,134
740,85,12,11836,39
741,106,1,11841,43
741,88,6,11846,56
741,74,10,11850,43
741,79,15,11855,41
742,162,3,11859,55
742,59,8,11864,34
742,89,13,11869,42
743,88,6,11878,56
743,89,13,11885,42
743,74,16,11888,48
744,106,1,11889,43
744,88,6,11894,56
744,124,11,11899,46
744,74,16,11904,48
745,75,4,11908,46
745,78,9,11913,40
745,76,14,11918,46
746,81,2,11922,47
746,463,7,11927,135
746,85,12,11932,39
747,75,4,11940,46
747,78,9,11945,40
747,76,14,11950,46
748,106,1,11953,43
748,122,5,11957,43
748,78,9,11961,40
750,81,2,11986,47
750,465,7,11991,136
750,85,12,11996,39
751,123,5,12005,43
751,74,10,12010,43
751,79,15,12015,41
752,75,4,12020,46
752,59,8,12024,34
752,85,12,12028,39
752,74,16,12032,48
753,162,3,12035,56
753,467,7,12039,136
753,124,11,12043,47
753,79,15,12047,41
754,162,3,12051,56
754,59,8,12056,34
754,89,13,12061,42
755,81,2,12066,47
755,467,7,12071,136
755,85,12,12076,39
756,162,3,12083,56
756,59,8,12088,34
756,89,13,12093,42
757,123,5,12101,43
757,74,10,12106,43
757,79,15,12111,41
758,124,5,12117,43
758,74,10,12122,43
758,79,15,12127,41
759,81,2,12130,47
759,469,7,12135,136
759,85,12,12140,39
760,162,3,12147,56
760,59,8,12152,34
760,89,13,12157,42
761,81,2,12162,47
761,470,7,12167,136
761,85,12,12172,39
762,107,1,12177,43
762,124,5,12181,43
762,78,9,12185,41
762,89,13,12189,42
763,124,5,12197,43
763,74,10,12202,43
763,79,15,12207,41
764,163,3,12211,57
764,471,7,12215,137
764,125,11,12219,48
764,79,15,12223,41
765,163,3,12227,57
765,472,7,12231,137
765,125,11,12235,48
765,79,15,12239,41
766,107,1,12241,43
766,89,6,12246,56
766,125,11,12251,48
766,74,16,12256,48
767,81,2,12258,47
767,473,7,12263,137
767,85,12,12268,39
768,107,1,12273,43
768,124,5,12277,43
768,78,9,12281,41
768,89,13,12285,42
769,75,4,12292,46
769,78,9,12297,41
769,76,14,12302,46
770,75,4,12308,46
770,78,9,12313,41
770,76,14,12318,46
771,124,5,12325,43
771,74,10,12330,43
771,79,15,12335,41
772,81,2,12338,47
772,89,6,12342,56
772,74,10,12346,43
772,76,14,12350,46
773,81,2,12354,47
773,476,7,12359,138
773,125,11,12363,48
773,79,15,12367,41
774,75,4,12372,46
774,78,9,12377,41
729,81,2,11650,47
729,457,7,11655,132
729,85,12,11660,39
730,75,4,11668,46
730,78,9,11673,40
730,76,14,11678,46
731,75,4,11684,46
731,78,9,11689,40
731,76,14,11694,46
733,75,4,11716,46
733,78,9,11721,40
733,76,14,11726,46
734,106,1,11729,43
734,88,6,11734,56
734,123,11,11739,46
734,74,16,11744,48
735,121,5,11749,43
735,74,10,11754,43
735,79,15,11759,41
736,81,2,11762,47
736,461,7,11767,132
736,74,10,11770,43
736,89,13,11773,42
738,161,3,11795,55
738,59,8,11800,34
738,89,13,11805,42
739,161,3,11811,55
739,59,8,11816,34
739,89,13,11821,42
740,106,1,11825,43
740,88,6,11830,56
740,123,11,11835,46
740,74,16,11840,48
741,75,4,11844,46
741,85,12,11852,39
742,121,5,11861,43
742,74,10,11866,43
742,79,15,11871,41
743,106,1,11873,43
743,75,4,11876,46
743,74,10,11882,43
743,76,14,11886,46
744,75,4,11892,46
744,78,9,11897,40
744,76,14,11902,46
745,81,2,11906,47
745,463,7,11911,134
745,85,12,11916,39
746,122,5,11925,43
746,74,10,11930,43
746,79,15,11935,41
747,81,2,11938,47
747,464,7,11943,135
747,85,12,11948,39
749,106,1,11969,43
749,123,5,11973,43
749,79,15,11983,41
750,106,1,11985,43
750,89,6,11990,56
750,124,11,11995,46
750,74,16,12000,48
751,75,4,12004,46
751,78,9,12009,40
751,76,14,12014,46
753,106,1,12033,43
753,123,5,12037,43
753,78,9,12041,40
753,89,13,12045,42
754,123,5,12053,43
754,74,10,12058,43
754,79,15,12063,41
755,75,4,12068,46
755,78,9,12073,41
755,76,14,12078,46
756,123,5,12085,43
756,74,10,12090,43
756,79,15,12095,41
757,81,2,12098,47
757,468,7,12103,136
757,85,12,12108,39
758,81,2,12114,47
758,468,7,12119,136
758,85,12,12124,39
759,124,5,12133,43
759,74,10,12138,43
759,79,15,12143,41
760,107,1,12145,43
760,89,6,12150,56
760,125,11,12155,48
760,74,16,12160,48
761,124,5,12165,43
761,74,10,12170,43
761,79,15,12175,41
762,81,2,12178,47
762,89,6,12182,56
762,74,10,12186,43
762,76,14,12190,46
763,81,2,12194,47
763,471,7,12199,137
763,85,12,12204,39
764,81,2,12210,47
764,89,6,12214,56
764,74,10,12218,43
764,76,14,12222,46
766,124,5,12245,43
766,74,10,12250,43
766,79,15,12255,41
767,164,3,12259,57
767,59,8,12264,34
767,89,13,12269,42
768,81,2,12274,47
768,89,6,12278,56
768,74,10,12282,43
768,76,14,12286,46
769,81,2,12290,47
769,474,7,12295,137
769,85,12,12300,39
770,124,5,12309,43
770,74,10,12314,43
770,79,15,12319,41
771,107,1,12321,43
771,89,6,12326,56
771,125,11,12331,48
771,74,16,12336,48
772,75,4,12340,46
772,59,8,12344,34
772,85,12,12348,39
772,74,16,12352,48
773,124,5,12357,43
773,85,12,12364,39
774,124,5,12373,43
774,74,10,12378,43
774,79,15,12383,41
775,107,1,12385,43
775,89,6,12390,56
775,125,11,12395,48
775,74,16,12400,48
776,164,3,12403,59
776,59,8,12408,34
776,89,13,12413,42
777,125,5,12421,43
777,74,10,12426,43
777,79,15,12431,41
778,164,3,12435,59
778,479,7,12439,139
778,125,11,12443,48
778,79,15,12447,41
780,107,1,12450,43
780,164,3,12454,59
780,125,5,12458,43
780,480,7,12462,140
780,78,9,12466,41
780,125,11,12470,48
780,89,13,12474,42
780,79,15,12478,41
782,165,3,12499,59
782,59,8,12504,34
774,85,12,12380,39
775,164,3,12387,59
775,59,8,12392,34
775,89,13,12397,42
776,125,5,12405,43
776,74,10,12410,43
776,79,15,12415,41
777,81,2,12418,47
777,479,7,12423,138
777,85,12,12428,39
778,107,1,12433,43
778,125,5,12437,43
778,78,9,12441,41
778,89,13,12445,42
780,81,2,12452,47
780,75,4,12456,46
780,89,6,12460,56
780,59,8,12464,34
780,74,10,12468,43
780,85,12,12472,39
780,76,14,12476,46
780,74,16,12480,48
781,81,2,12482,47
781,75,4,12484,46
781,89,6,12486,56
781,59,8,12488,34
781,74,10,12490,43
781,86,12,12492,39
781,76,14,12494,46
782,75,4,12500,46
782,78,9,12505,41
782,76,14,12510,46
783,165,3,12515,59
783,59,8,12520,34
783,89,13,12525,42
784,81,2,12530,47
784,482,7,12535,140
784,86,12,12540,39
785,107,1,12545,43
785,125,5,12549,43
785,78,9,12553,41
785,89,13,12557,42
786,165,3,12563,59
786,59,8,12568,34
786,89,13,12573,42
787,81,2,12578,47
787,484,7,12583,140
787,86,12,12588,39
788,75,4,12596,46
788,59,8,12600,34
788,86,12,12604,39
788,74,16,12608,48
789,107,1,12609,43
789,75,4,12612,46
789,487,7,12615,140
789,74,10,12618,43
789,89,13,12621,42
789,74,16,12624,48
791,81,2,12642,47
791,488,7,12647,141
791,86,12,12652,39
792,107,1,12657,43
792,125,5,12661,43
792,78,9,12665,41
792,89,13,12669,42
793,165,3,12675,59
793,89,13,12685,42
793,74,16,12688,48
795,108,1,12705,43
795,89,6,12710,56
795,127,11,12715,48
795,74,16,12720,48
796,108,1,12721,43
796,89,6,12726,56
796,127,11,12731,48
796,74,16,12736,48
797,81,2,12738,47
797,492,7,12743,142
797,86,12,12748,39
852,134,5,13621,48
852,74,10,13626,43
852,79,15,13631,41
853,75,4,13636,46
853,78,9,13641,42
853,76,14,13646,46
854,166,3,13651,62
854,59,8,13656,34
854,89,13,13661,42
855,81,2,13666,47
855,89,6,13670,56
855,74,10,13674,43
855,76,14,13678,46
856,75,4,13684,46
856,78,9,13689,42
856,76,14,13694,46
858,134,5,13717,48
858,59,8,13720,34
858,89,13,13725,42
859,81,2,13730,47
859,89,6,13734,56
859,74,10,13738,43
859,76,14,13742,46
860,81,2,13746,47
860,89,6,13750,56
860,86,12,13756,40
861,109,1,13761,43
861,134,5,13765,48
861,78,9,13769,42
861,89,13,13773,42
862,109,1,13777,43
862,75,4,13780,46
862,523,7,13783,153
862,74,10,13786,43
862,86,12,13788,40
862,76,14,13790,46
863,134,5,13797,48
863,74,10,13802,43
863,79,15,13807,41
864,75,4,13812,46
864,78,9,13817,42
864,76,14,13822,46
867,527,7,13863,153
867,74,10,13866,43
867,89,13,13869,42
867,74,16,13872,48
868,109,1,13873,43
868,75,4,13876,46
868,528,7,13879,153
868,74,10,13882,43
868,86,12,13884,40
868,79,15,13887,41
868,74,16,13888,48
869,81,2,13890,47
869,134,5,13893,48
869,59,8,13896,34
869,74,10,13898,43
869,86,12,13900,40
869,76,14,13902,46
869,74,16,13904,48
871,81,2,13922,47
871,531,7,13927,153
871,86,12,13932,40
873,134,5,13957,48
873,86,12,13964,40
873,74,16,13968,48
874,170,3,13971,62
874,59,8,13976,34
874,89,13,13981,42
875,170,3,13987,62
875,533,7,13991,154
875,131,11,13995,48
875,79,15,13999,41
876,170,3,14003,62
876,59,8,14008,34
876,89,13,14013,42
878,81,2,14034,47
878,536,7,14039,154
774,89,13,12381,42
775,75,4,12388,46
775,78,9,12393,41
775,76,14,12398,46
776,107,1,12401,43
776,89,6,12406,56
776,125,11,12411,48
776,74,16,12416,48
777,164,3,12419,59
777,59,8,12424,34
777,89,13,12429,42
778,81,2,12434,47
778,89,6,12438,56
778,74,10,12442,43
778,76,14,12446,46
782,81,2,12498,47
782,480,7,12503,140
782,86,12,12508,39
783,81,2,12514,47
783,481,7,12519,140
783,86,12,12524,39
784,125,5,12533,43
784,74,10,12538,43
784,79,15,12543,41
785,165,3,12547,59
785,483,7,12551,140
785,125,11,12555,48
785,79,15,12559,41
786,125,5,12565,43
786,74,10,12570,43
786,79,15,12575,41
787,165,3,12579,59
787,59,8,12584,34
787,89,13,12589,42
788,81,2,12594,47
788,89,6,12598,56
788,74,10,12602,43
788,76,14,12606,46
789,81,2,12610,47
789,125,5,12613,43
789,59,8,12616,34
789,126,11,12619,48
789,76,14,12622,46
790,165,3,12627,59
790,488,7,12631,140
790,126,11,12635,48
790,79,15,12639,41
791,75,4,12644,46
791,78,9,12649,41
791,76,14,12654,46
792,165,3,12659,59
792,489,7,12663,141
792,126,11,12667,48
792,79,15,12671,41
793,107,1,12673,43
793,125,5,12677,43
793,78,9,12681,41
793,86,12,12684,39
794,107,1,12689,43
794,125,5,12693,43
794,78,9,12697,41
794,89,13,12701,42
795,81,2,12706,47
795,490,7,12711,142
795,86,12,12716,39
796,81,2,12722,47
796,491,7,12727,142
796,86,12,12732,39
797,165,3,12739,59
797,59,8,12744,34
797,89,13,12749,42
868,81,2,13874,47
868,134,5,13877,48
868,59,8,13880,34
868,131,11,13883,48
868,89,13,13885,42
869,109,1,13889,43
869,75,4,13892,46
869,529,7,13895,153
871,134,5,13925,48
871,74,10,13930,43
871,79,15,13935,41
872,75,4,13940,46
872,78,9,13945,42
872,76,14,13950,46
873,170,3,13955,62
873,74,10,13962,43
874,109,1,13969,43
874,89,6,13974,56
874,131,11,13979,48
874,74,16,13984,48
875,75,4,13988,46
875,59,8,13992,34
875,86,12,13996,40
875,74,16,14000,48
876,75,4,14004,46
876,78,9,14009,42
876,76,14,14014,46
877,75,4,14020,46
877,59,8,14024,34
877,86,12,14028,40
877,74,16,14032,48
878,135,5,14037,48
878,74,10,14042,43
878,79,15,14047,41
879,75,4,14052,46
879,59,8,14056,34
879,86,12,14060,40
879,74,16,14064,48
880,109,1,14065,43
880,75,4,14068,46
880,538,7,14071,154
880,74,10,14074,43
880,89,13,14077,42
880,74,16,14080,48
881,136,5,14085,48
881,74,10,14090,43
881,79,15,14095,41
882,75,4,14100,46
882,78,9,14105,42
882,76,14,14110,46
884,138,5,14133,48
884,74,10,14138,43
884,79,15,14143,41
885,75,4,14148,46
885,59,8,14152,34
885,86,12,14156,40
885,74,16,14160,48
886,81,2,14162,47
886,541,7,14167,154
886,86,12,14172,40
887,81,2,14178,47
