id,batch_id,batch_type,PreScreen_Q1,Commitment_Q1,Commitment_Q2,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Manipulation_Q1,Manipulation_Q2,Manipulation_Q2_TEXT,QD2,QD2_1_TEXT,QD3_1,QD3_2,QD3_3,QD3_4,QD3_5,QD3_6,QD3_7,QD4,QD5,rnum,pi1,pi2,pi3,pi4,pi5,pi6,pi7,rnum_age,age1,age2,first_name1,first_name2,pol_exp1,pol_exp2,career1,career2
1214,100,Validation,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 2,,,Age,33,,,,,White,,,No,Female,0.00367034645836575,0,0,0,0,0.5,1,1,0.4540267943996067,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1215,100,Validation,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,,,Age,44,,,,,White,,,No,Male,0.7907993359935468,0,0,0,0,0.5,1,1,0.7810532713264816,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1216,100,Validation,Yes,"Yes, I will",Purple,,,,,,Candidate 1,,,Candidate 2,,,Age,28,,,,,White,,,No,Female,0.02081163623854788,0,0,0,0,0.5,1,1,0.12389334969313194,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1217,9,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 1,,,Age,58,,,,,White,,,No,Female,0.1250639136706162,0.027,0.093,0.243,0.484,0.547,0.783,0.968,0.5571726980985079,62,49,Tanisha Rivers,Keisha Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1218,100,Validation,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,,,Age,21,,Asian,,,,,,No,Male,0.07648829535499409,0,0,0,0,0.5,1,1,0.6618600335581833,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1219,100,Validation,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,24,,,,,White,,,No,Female,0.7011498756942223,0,0,0,0,0.5,1,1,0.1228769007425003,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1220,100,Validation,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 2,,,Age,34,,Asian,,,,,,No,Male,0.1406827553037281,0,0,0,0,0.5,1,1,0.1226587409904829,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1221,20,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 2,,,Age,37,,,Black or African American,,,,,No,Male,0.5711516175817586,0.04,0.053,0.083,0.255,0.36,0.959,0.975,0.4081878143847426,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1222,12,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 2,,,Age,41,,,,,White,,,No,Male,0.23230009415007663,0.032,0.088,0.152,0.467,0.637,0.942,0.979,0.4977182770375438,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1223,100,Validation,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,,,Age,21,,,,,White,,,Yes,Female,0.9363437702265436,0,0,0,0,0.5,1,1,0.3717820165613159,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1224,16,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 2,,,Age,49,,,Black or African American,,,,,No,Male,0.3772799313015491,0.026,0.065,0.107,0.41,0.494,0.91,0.949,0.43203387046978664,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1225,13,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 1,,,Age,26,,,,,White,,,Yes,Male,0.5235904770725385,0.046,0.108,0.144,0.455,0.677,0.952,0.978,0.5277623474895401,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1226,100,Validation,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,40,,,,,White,,,No,Female,0.5153489535477359,0,0,0,0,0.5,1,1,0.2263545739060162,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1227,100,Validation,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 2,,,Age,40,,,Black or African American,,,,,No,Female,0.01415376831175614,0,0,0,0,0.5,1,1,0.0042095792023953,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1228,8,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 1,,,Age,33,,,,,White,,,No,Male,0.7085974821142381,0.017,0.073,0.193,0.444,0.498,0.869,0.968,0.9650631926406787,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1229,100,Validation,Yes,"Yes, I will",Purple,,,,Candidate 1,,,,,Candidate 2,,,Age,40,,,,,White,,,Yes,Male,0.8421675108471344,0,0,0,0,0.5,1,1,0.3125042403844428,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1230,0,Warmup,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,,,Age,46,,,,,,Other,,Yes,Female,0.846004735409749,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.0135294855603784,49,62,Brendan Schmitt,Jay O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
1231,13,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 1,,,Age,29,,,,,White,,,No,Male,0.38034602356617014,0.046,0.108,0.144,0.455,0.677,0.952,0.978,0.7312861822385541,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1232,0,Warmup,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 1,,,Age,54,,,,,White,,,No,Female,0.6005776761101042,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.9945985767977774,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1233,6,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,,,Age,69,,,,,White,,,No,Male,0.5430670633313868,0.045,0.123,0.288,0.392,0.474,0.891,0.965,0.27249526704486815,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1234,100,Validation,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,,,Age,31,,,,,White,,,No,Prefer not to disclose,0.8841821723347953,0,0,0,0,0.5,1,1,0.18206788114785863,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1235,3,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,,,Age,24,,,,,White,,,No,Female,0.1763950526193704,0.042,0.143,0.369,0.416,0.607,0.833,0.914,0.740833002780758,62,49,Tanisha Rivers,Keisha Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1236,100,Validation,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 1,,,Age,31,,,Black or African American,,,,,No,Female,0.11014027989239904,0,0,0,0,0.5,1,1,0.5134379015102605,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1237,2,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 1,,,Age,28,,Asian,,,,,,No,Male,0.6994277352233016,0.355,0.471,0.612,0.642,0.708,0.821,0.949,0.6616406959159394,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1238,100,Validation,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 2,,,Age,43,,,,,White,,,No,Female,0.03709947155721008,0,0,0,0,0.5,1,1,0.3300542864785656,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1239,100,Validation,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 2,,,Age,33,,Asian,,,,,,No,Female,0.3785936381618012,0,0,0,0,0.5,1,1,0.2733698776628286,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1240,100,Validation,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 1,,,Age,46,,,,,White,,,No,Female,0.9743944611340748,0,0,0,0,0.5,1,1,0.5563065869631959,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1241,3,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,,,Age,33,,,,,White,,,No,Female,0.14443481088253549,0.042,0.143,0.369,0.416,0.607,0.833,0.914,0.2097784462873308,49,62,Tanisha Rivers,Keisha Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1242,100,Validation,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 2,,,Age,33,,,,,White,,,No,Female,0.9924955111910811,0,0,0,0,0.5,1,1,0.05084491405888575,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1243,7,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,,,Age,44,,,,,White,,,No,Male,0.2697383752720753,0.022,0.112,0.218,0.572,0.637,0.878,0.963,0.8422544172132049,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1244,9,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,,,Age,40,,,,,White,,,No,Male,0.6615702492793952,0.027,0.093,0.243,0.484,0.547,0.783,0.968,0.7745910139695255,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1245,3,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,,,Age,35,,,,,White,,,No,Male,0.4783177514277207,0.042,0.143,0.369,0.416,0.607,0.833,0.914,0.919898542556888,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1246,4,Iterative Batch Phase: Max,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 2,,,Age,57,,,Black or African American,,,,,No,Female,0.5214923986982304,0.035,0.102,0.108,0.12,0.856,0.901,0.916,0.4523280308238063,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1247,14,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 2,,,Age,26,,,,,White,,,No,Female,0.2768893875826358,0.046,0.098,0.158,0.614,0.753,0.946,0.973,0.35567071460086636,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1248,7,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,,,Age,34,,,,,White,,,No,Male,0.3253192005970793,0.022,0.112,0.218,0.572,0.637,0.878,0.963,0.9063443739214784,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1249,2,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 2,,,Age,38,,,,,White,,,No,Female,0.5373752146347834,0.355,0.471,0.612,0.642,0.708,0.821,0.949,0.12670137643038792,49,62,Tanisha Rivers,Keisha Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1250,100,Validation,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 2,,,Age,49,,,Black or African American,,,,,No,Female,0.29692641978546197,0,0,0,0,0.5,1,1,0.05487678760077729,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1251,100,Validation,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,,,Age,31,,,,,White,,,No,Female,0.9767163458691716,0,0,0,0,0.5,1,1,0.6665927375821845,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1252,100,Validation,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,,,Age,42,,,,,White,,,No,Female,0.03070922569155442,0,0,0,0,0.5,1,1,0.13119779995903322,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1253,100,Validation,Yes,"Yes, I will",Purple,,,,Candidate 2,,,,,Candidate 1,,,Age,21,,,,,White,,,No,Male,0.6698921685269783,0,0,0,0,0.5,1,1,0.6974239618744291,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1254,3,Iterative Batch Phase: Max,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,30,,Asian,Black or African American,,White,,,No,Female,0.9370855490996236,0.028,0.073,0.078,0.094,0.813,0.925,0.94,0.2100746767153206,49,62,Brendan Schmitt,Jay O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
1255,7,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 1,,,Age,33,,,,,White,,,No,Male,0.06007630821784872,0.022,0.112,0.218,0.572,0.637,0.878,0.963,0.8644684648291368,62,49,Laurie Schmitt,Allison O'Connell,No experience,No experience,Restaurant owner,Small business owner
1256,100,Validation,Yes,"Yes, I will",Purple,,,,,Candidate 2,,,,Candidate 2,,,Age,25,,,Black or African American,,,,,No,Female,0.6109550878431078,0,0,0,0,0.5,1,1,0.13144405375501236,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1257,100,Validation,Yes,"Yes, I will",Purple,,,,,,,,Candidate 2,Candidate 2,,,Age,52,,,,,White,,,No,Female,0.05847132859250328,0,0,0,0,0.5,1,1,0.3992084677794968,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1258,10,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,,,Age,54,,,,,White,,,No,Male,0.24957524897753616,0.052,0.166,0.24,0.497,0.625,0.922,0.966,0.5970566290423872,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1259,2,Iterative Batch Phase: Max,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,,,Age,36,,,Black or African American,,,,,No,Female,0.2867943342511529,0.023,0.176,0.186,0.199,0.845,0.94,0.955,0.7272386103233413,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1260,10,Iterative Batch Phase: Min,Yes,"Yes, I will",Purple,,,,Candidate 2,,,,,Candidate 1,,,Age,26,,,,,White,,,No,Female,0.8172503441612353,0.052,0.166,0.24,0.497,0.625,0.922,0.966,0.5380219119922309,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1261,1,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 2,,,Age,51,,,,,White,,,No,Male,0.39125481769238946,0.111,0.146,0.346,0.738,0.748,0.781,0.982,0.186034051046249,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1262,100,Validation,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 2,,,Age,47,,,,,White,,,Yes,Female,0.8900651135225932,0,0,0,0,0.5,1,1,0.0021438156259581,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1263,2,Iterative Batch Phase: Max,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,,,Age,31,,,,,White,,,No,Male,0.3206589152851745,0.023,0.176,0.186,0.199,0.845,0.94,0.955,0.506616908476366,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1264,100,Validation,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 2,,,Age,24,,Asian,,,,,,No,Male,0.2814347474559757,0,0,0,0,0.5,1,1,0.00308720441606994,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1265,100,Validation,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 2,,,Age,63,,,,,White,,,No,Female,0.9648579640697824,0,0,0,0,0.5,1,1,0.24038943258123227,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1266,100,Validation,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 1,,,Age,71,,,,,White,,,No,Female,0.03158510430520053,0,0,0,0,0.5,1,1,0.9573920334124454,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1267,3,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,Candidate 2,,,,I don't know,,,Age,36,,,,,White,,,No,Male,0.657501299552969,0.042,0.143,0.369,0.416,0.607,0.833,0.914,0.2845647901493508,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1268,100,Validation,Yes,"Yes, I will",Purple,Candidate 2,,,,,,,,Candidate 1,,,Age,33,,,,,White,,,No,Female,0.9227294644626624,0,0,0,0,0.5,1,1,0.6407775985171966,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1269,12,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 1,,,Age,64,,,,,White,,,No,Female,0.30457377743548103,0.032,0.088,0.152,0.467,0.637,0.942,0.979,0.6634381044803742,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1270,100,Validation,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,,,Age,67,,,,,White,,,No,Male,0.4075473338383127,0,0,0,0,0.5,1,1,0.40690483907398417,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1271,100,Validation,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,22,,,,,,Other,,Yes,Female,0.18706022370305384,0,0,0,0,0.5,1,1,0.39609265825620216,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1272,2,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,I don't know,,,Age,31,,,,,White,,,No,Female,0.7239548335140465,0.355,0.471,0.612,0.642,0.708,0.821,0.949,0.4518265362018315,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1273,6,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 2,,,Age,25,,,,,White,,,No,Male,0.11294427702970436,0.045,0.123,0.288,0.392,0.474,0.891,0.965,0.321319657918373,49,62,Laurie Schmitt,Allison O'Connell,No experience,No experience,Restaurant owner,Small business owner
1274,2,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,,,Age,20,,,Black or African American,,,,,No,Male,0.5260680656708004,0.355,0.471,0.612,0.642,0.708,0.821,0.949,0.40434094574403506,49,62,Tanisha Rivers,Keisha Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1275,4,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 2,,,Age,26,,,,,White,,,No,Female,0.940974371959682,0.041,0.355,0.476,0.525,0.579,0.78,0.896,0.06583156694328215,49,62,Brendan Schmitt,Jay O'Connell,No experience,No experience,Restaurant owner,Small business owner
1276,0,Warmup,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 1,,,Age,34,,,,,White,,,No,Female,0.7222781092213183,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.7189841085856278,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1277,14,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,,,Age,30,,,,,White,,,Yes,Female,0.6529815140303646,0.046,0.098,0.158,0.614,0.753,0.946,0.973,0.3328462793335426,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1278,6,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 1,,,Age,32,,,,,White,,,No,Male,0.377448697196657,0.045,0.123,0.288,0.392,0.474,0.891,0.965,0.729358083971161,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1279,5,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,,,Age,23,,Asian,,,,,,No,Female,0.9595835867709442,0.045,0.165,0.303,0.386,0.501,0.876,0.953,0.7031398126164311,62,49,Brendan Schmitt,Jay O'Connell,No experience,No experience,Restaurant owner,Small business owner
1280,100,Validation,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,,,Age,36,,,,,White,,,No,Male,0.8366565038069749,0,0,0,0,0.5,1,1,0.38096146573800627,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1281,15,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,,,Age,35,,,,,White,,,Yes,Female,0.2848509927943468,0.042,0.09,0.157,0.552,0.683,0.896,0.924,0.6908679655033322,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1282,100,Validation,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,,,Age,39,,,,,White,,,No,Male,0.17896940982410903,0,0,0,0,0.5,1,1,0.31382888469701375,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1283,9,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 1,,,Age,27,,Asian,,,,,,No,Male,0.5286993308758129,0.027,0.093,0.243,0.484,0.547,0.783,0.968,0.9449156222271072,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1284,17,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,Candidate 2,,,,Candidate 1,,,Age,30,,Asian,,,,,,No,Female,0.2120176312075969,0.03,0.066,0.096,0.342,0.486,0.919,0.959,0.9666392188441564,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1285,100,Validation,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,,,Age,30,,,,,White,,,No,Female,0.7696187591109469,0,0,0,0,0.5,1,1,0.9487894449729448,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1286,18,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,Candidate 2,,,,Candidate 2,,,Age,59,,,,,White,,,No,Male,0.5405080953008747,0.038,0.058,0.088,0.329,0.43,0.94,0.973,0.4513091257427142,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1287,100,Validation,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,,,Age,40,,,,,White,,,No,Male,0.33718372190771245,0,0,0,0,0.5,1,1,0.4421513365679773,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1288,0,Warmup,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 1,,,Age,32,,,,,White,,,No,Female,0.7008086372401585,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.6669479034996936,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1289,6,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 1,,,Age,29,,,,,White,,,Yes,Male,0.379166824365772,0.045,0.123,0.288,0.392,0.474,0.891,0.965,0.9191015013305242,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1290,0,Warmup,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 1,,,Age,53,,,,,White,,,No,Male,0.5839419797025486,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.5334381650978323,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1291,100,Validation,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,,,Age,29,American Indian or Alaska Native,Asian,,Native Hawaiian or Other Pacific Islander,White,,,Prefer not to disclose,Female,0.19006545194193383,0,0,0,0,0.5,1,1,5.574165844725e-4,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1292,100,Validation,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 1,,,Age,41,,,,,White,,,No,Female,0.07409761940922999,0,0,0,0,0.5,1,1,0.5128511934338257,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1293,100,Validation,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,,,Age,21,,Asian,,,,,,No,Female,0.5228127673088603,0,0,0,0,0.5,1,1,0.5977990475012452,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1294,100,Validation,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,,,Age,35,,Asian,,,,,,No,Male,0.4956164784952105,0,0,0,0,0.5,1,1,0.4796515965088391,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1295,9,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,,,Age,28,,,,,White,,,No,Male,0.14644014978465628,0.027,0.093,0.243,0.484,0.547,0.783,0.968,0.02628647559934446,49,62,Tanisha Rivers,Keisha Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1296,15,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,,,Age,54,,,Black or African American,,,,,No,Female,0.22813752950824273,0.042,0.09,0.157,0.552,0.683,0.896,0.924,0.9009133004352714,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1297,100,Validation,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 1,,,Age,33,,,,,White,,,No,Male,0.574414387013394,0,0,0,0,0.5,1,1,0.9710767448346777,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1298,100,Validation,Yes,"Yes, I will",Purple,,,Candidate 2,,,,,,Candidate 1,,,Age,30,,,,,White,,,Yes,Male,0.3985961234193752,0,0,0,0,0.5,1,1,0.7159701128760283,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1299,0,Warmup,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 1,,,Age,38,,,,,White,,,No,Female,0.8309776170251373,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.7298361446545077,62,49,Brendan Schmitt,Jay O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
